5.321359231031821764e+03,5.347081678978783202e+03,5.372244590459768915e+03,5.392690107812520182e+03,5.422709375293835365e+03,5.449512672515351369e+03,5.473258666526098750e+03,5.490101417048667827e+03,5.501198369113354602e+03,5.509740919614559061e+03,5.516565414941923336e+03,5.530243225599858306e+03,5.551751486547457716e+03,5.576635298902035174e+03,5.602349308020240642e+03,5.627985896821596725e+03,5.647068908139290215e+03,5.661189874983938353e+03,5.674373874621655887e+03,5.681628315680379274e+03,5.683379000450690910e+03,5.679729874632248539e+03
5.298084440254935544e+03,5.324823129103868268e+03,5.341554391549751927e+03,5.362380289995078783e+03,5.391795892005840869e+03,5.419741583941759018e+03,5.445608985460908116e+03,5.465015345871523095e+03,5.478485910349341793e+03,5.487390699674569078e+03,5.497287457423083652e+03,5.509852340828228080e+03,5.527962780841596214e+03,5.555491609161583256e+03,5.579536222989768248e+03,5.605961327096816603e+03,5.626586316959721444e+03,5.647339590454603240e+03,5.664395375119373966e+03,5.677726654122290711e+03,5.683108546500016018e+03,5.682351526354633279e+03
5.275181496099557080e+03,5.293236800003938697e+03,5.308891674180677910e+03,5.327363008680576968e+03,5.357267367823273162e+03,5.387447089055824108e+03,5.414025300693067038e+03,5.435655888398786374e+03,5.446732815302092604e+03,5.457853051001277890e+03,5.466556706659936935e+03,5.475856773485123085e+03,5.491027107914345834e+03,5.515498917690929375e+03,5.538524800591591884e+03,5.562218877421159050e+03,5.588340902612505488e+03,5.617949666150458143e+03,5.642007399148999866e+03,5.663244870290094696e+03,5.675748381203422468e+03,5.679510907385440987e+03
5.255069332668757852e+03,5.268342461484965497e+03,5.278966980798131772e+03,5.297325231382619677e+03,5.330194074179922609e+03,5.360552915046768248e+03,5.385699794673596443e+03,5.405097000698914599e+03,5.414153491267811660e+03,5.423086132666833691e+03,5.428927418492649849e+03,5.434312772885875347e+03,5.446363781726128764e+03,5.467693101484102044e+03,5.487108722195325754e+03,5.509415316689624888e+03,5.537733648620131135e+03,5.567912399161417852e+03,5.606075084633750521e+03,5.639198051084191320e+03,5.662658953951195144e+03,5.674548189012622061e+03
5.236556714514616033e+03,5.244995448696885433e+03,5.255541318200990645e+03,5.279593511477894026e+03,5.313436242193419275e+03,5.345822053382254126e+03,5.369404590793114039e+03,5.387199528786777591e+03,5.393263070796622742e+03,5.396082552699441294e+03,5.396594458153062988e+03,5.401061117582980842e+03,5.410672959845557671e+03,5.428807774182057983e+03,5.445724834732095587e+03,5.460365814108757149e+03,5.489958178613786913e+03,5.518128050194484786e+03,5.563430199758015988e+03,5.606268433982583701e+03,5.645994269836793137e+03,5.666834438591657090e+03
5.217802633481996054e+03,5.227679623435993562e+03,5.237606819695969534e+03,5.267807338532163158e+03,5.306568204183342459e+03,5.343151311517469367e+03,5.366880087131873552e+03,5.380839926774261585e+03,5.385751352993977889e+03,5.388588259711857972e+03,5.387770838019855546e+03,5.388326607394462371e+03,5.396772785825090978e+03,5.409080047335251038e+03,5.419039613200357053e+03,5.430046768172052907e+03,5.451083406421572363e+03,5.478424742629515094e+03,5.525048786074775307e+03,5.584432090786578556e+03,5.625585737839320245e+03,5.652013618716086967e+03
5.204758610659541773e+03,5.216197111996776584e+03,5.231112283923506766e+03,5.263984741646395378e+03,5.306691685847174995e+03,5.345306978461624567e+03,5.371638922298853686e+03,5.387622590077316090e+03,5.392449280338438257e+03,5.397817133944862690e+03,5.398641368329760553e+03,5.399378754353579097e+03,5.403977392782502648e+03,5.410830850893396018e+03,5.416985116874185223e+03,5.425089186771370805e+03,5.422781003798344500e+03,5.456086377728245679e+03,5.508726977419813011e+03,5.561509765723847522e+03,5.610423934872011159e+03,5.644052457786419836e+03
5.203521041210856310e+03,5.210812729122659221e+03,5.233305871502275295e+03,5.269029682299548767e+03,5.313317910811801994e+03,5.350966500621893829e+03,5.380915231301387394e+03,5.399456560456738771e+03,5.408349093763564269e+03,5.412543425576190202e+03,5.415690950927181802e+03,5.421729659199895650e+03,5.423260431723718284e+03,5.417718296196748270e+03,5.419671271470864667e+03,5.418864221605333114e+03,5.421374264070339450e+03,5.447413558039146665e+03,5.493048244630477711e+03,5.546153355071863189e+03,5.594330545969331979e+03,5.636880644192158798e+03
5.209017742276480931e+03,5.221674603607449171e+03,5.244583933626946418e+03,5.282485673703104112e+03,5.323161022762336870e+03,5.360327222844672178e+03,5.390489377882168810e+03,5.411729142187787147e+03,5.425578529720639381e+03,5.432057980111606412e+03,5.435246251621958436e+03,5.440093398480098585e+03,5.437587783842336648e+03,5.431297586135815436e+03,5.425550849325656600e+03,5.419107142933041359e+03,5.414939082210373272e+03,5.439779540137670665e+03,5.481638086903079966e+03,5.531346807134314986e+03,5.576000402947711336e+03,5.626444046898292072e+03
5.217064322139443902e+03,5.238138899043732636e+03,5.257411863295340481e+03,5.296543088731891658e+03,5.333556075392463754e+03,5.365592570514167164e+03,5.400137210847693495e+03,5.428290641232403686e+03,5.446588823190172661e+03,5.454812202626580074e+03,5.456280048624744268e+03,5.453172444824651393e+03,5.445251963864140635e+03,5.436591959144998327e+03,5.424943869833528879e+03,5.414872265539062028e+03,5.405429465525551677e+03,5.424520124964911702e+03,5.464202970791339794e+03,5.510641363554575037e+03,5.555828564756685410e+03,5.615305867676698654e+03
